Aar,Aar.N:m
philosophischer,philosophisch.ADJ
Philosophischer,Philosophische.N
philosophisches,philosophisch.ADJ
Philosophisches,Philosophische.N
philosophisch,philosophisch.ADJ
Philosoph,Philosoph.N:1sm
phlegmatisch,phlegmatisch.ADJ
Phone,Phon.N:4pn:2pn:1pn
phonetische,phonetisch.ADJ
Phonetische,Phonetische.N
Photographieren,Photographieren.N:4sn:3sn:1sn
photographieren,photographieren.V
Photo,Photo.N:m
Photos,Photo.N:4pm:3pm:2sm:2pm:1pm
Phrase,Phrase.N:4sf:3sf:2sf:1sf
Physiker,Physiker.N:m
Physik,Physik.N:f
Physiologie,Physiologie.N
physische,physisch.ADJ
Physische,Physische.N
physisch,physisch.ADJ
Pianino,Pianino.N:n
Pianisten,Pianist.N:m
Pianist,Pianist.N:1sm
Piano,Piano.N:n
Pichler,Pichler.N:m
pick,picken.V
Pick,Pick.N:m
Piece,Piece.N:f
Pilgrim,Pilgrim.N:m
Pilgrims,Pilgrim.N:2sm
pink,pinken.V
Pink,Pink.N:f
Pints,Pint.N:4pn:3pn:2sn:2pn:1pn
Pionier,Pionier.N:m
Placet,Placet.N:n
Plagiator,Plagiator.N:m
Plagiat,Plagiat.N:n
plagt,plagen.V
Plänen,Pläne.N
plane,plan.ADJ
Plane,Plane.N
Pläne,Plan.N:4pm:2pm:1pm
planes,plan.ADJ
Planes,Plane.N
Planeten,Planet.N:m
planet,planen.V
Planet,Planet.N:m
Planets,Planet.N:m
plan,plan.ADJ
Plan,Plan.N:m
Plans,Plan.N:2sm
Plastiken,Plastik.N:4pf:3pf:2pf:1pf
platten,platt.ADJ
Platten,Platte.N
platz,platzen.V
Platz,Platz.N:m
Plaudern,Plaudern.N:4sn:3sn:1sn
plaudern,plaudern.V
plausibel,plausibel.ADJ
plötzlich,plötzlich.ADJ
plural,plural.N
Plural,Plural.N:m
Plus,Plus.N:n
Poem,Poem.N:n
Poems,Poem.N:2sn
Poet,Poet.N:1sm
Point,Point.N:m
Points,Point.N:4pm:3pm:2sm:2pm:1pm
polemischen,polemisch.ADJ
Polemischen,Polemische.N
Polen,Pole.N
polen,polen.V
Pole,Pole.N:1sm
pole,polen.V
polier,polieren.V
Polier,Polier.N:m
polierten,polieren.V
Polierten,Polierte.N
Poliomyelitis,Poliomyelitis.N:f
Politik,Politik.N:f
Politur,Politur.N:f
polnischen,polnisch.ADJ
Polnischen,Polnische.N
pol,polen.V
Pol,Pol.N:m
pölten,pölen.V
Pommern,Pommer.N
Pope,Pope.N:1sm
Po,Po.N:m
Popper,Popper.N:m
popper,poppern.V
populärer,populär.ADJ
Populärer,Populäre.N
populär,populär.ADJ
Porter,Porter.N:m
Porters,Porter.N:2sm
Portrait,Portrait.N:n
Position,Position.N:4sf:3sf:2sf:1sf
positive,positive.N
Positive,Positive.N
Posse,Posse.N:4sf:3sf:2sf:1sf
Possession,Possession.N:4sf:3sf:2sf:1sf
posten,posen.V
Posten,Posten.N:m
poste,posen.V
post,posen.V
Post,Post.N:f
Pot,Pot.N:n
Power,Power.N:f
power,powern.V
prächtig,prächtig.ADJ
Pracht,Pracht.N:f
praktischen,praktisch.ADJ
Praktischen,Praktische.N
praktischer,praktisch.ADJ
Praktischer,Praktische.N
praktisch,praktisch.ADJ
Präludium,Präludium.N:n
Präparat,Präparat.N:n
Präzision,Präzision.N:4sf:3sf:2sf:1sf
Predigen,Predigen.N:4sn:3sn:1sn
predigen,predigen.V
predigt,predigen.V
Predigt,Predigt.N:f
Preference,Preference.N:f
Preise,Preis.N:4pm:3sm:2pm:1pm
preise,preisen.V
preis,preisen.V
Preis,Preis.N:m
prekären,prekär.ADJ
Prekären,Prekäre.N
Presse,Presse.N:f
presse,pressen.V
press,pressen.V
preußischen,preußisch.ADJ
Preußischen,Preußische.N
Priester,Priester.N:m
primitive,primitive.N
Primitive,Primitive.N
Primitivität,Primitivität.N:4sf:3sf:2sf:1sf
primitiv,primitiv.ADJ
Printers,Printer.N:2sm
Printing,Printing.N
print,printen.V
Prinzip,Prinzip.N:4sn:3sn:1sn
Prinz,Prinz.N:m
Priorität,Priorität.N:4sf:3sf:2sf:1sf
Prisma,Prisma.N:n
private,private.N
Private,Private.N
privat,privat.ADJ
probable,probabel.ADJ
Probable,Probable.N
Probe,Probe.N:4sf:3sf:2sf:1sf
probe,proben.V
probiert,probieren.V
Problemen,Problem.N:3pn
Probleme,Problem.N:4pn:2pn:1pn
Problem,Problem.N:n
Problems,Problem.N:2sn
Produkte,Produkt.N:4pn:3sn:2pn:1pn
Produktivität,Produktivität.N:4sf:3sf:2sf:1sf
produziert,produzieren.V
profane,profan.ADJ
Profane,Profane.N
professional,professional.N
Professional,Professional.N:m
Profession,Profession.N:4sf:3sf:2sf:1sf
Professoren,Professor.N:m
Professor,Professor.N:m
Professors,Professor.N:2sm
Profess,Profess.N:f
Professur,Professur.N:f
profitable,profitabel.ADJ
Profitable,Profitable.N
Profit,Profit.N:m
Prognose,Prognose.N:f
Programm,Programm.N:n
Progresses,Progreß.N:2sm
Progress,Progress.N:m
Projekte,Projekt.N:4pn:3sn:2pn:1pn
Projektion,Projektion.N:4sf:3sf:2sf:1sf
projiziert,projizieren.V
prompt,prompt.ADJ
proper,proper.N
Prophet,Prophet.N:1sm
Prophezeien,Prophezeien.N:4sn:3sn:1sn
prophezeien,prophezeien.V
propositional,propositional.ADJ
Proposition,Proposition.N:4sf:3sf:2sf:1sf
Propositions,Proposition.N
Prospekt,Prospekt.N:m
Prostate,Prostat.N:4pf:3pf:2pf:1pf
Prostituieren,Prostituieren.N:4sn:3sn:1sn
prostituieren,prostituieren.V
Protamine,Protamin.N:4pn:2pn:1pn
Protektion,Protektion.N:4sf:3sf:2sf:1sf
Protestant,Protestant.N:1sm
Provenienz,Provenienz.N:f
Provision,Provision.N:4sf:3sf:2sf:1sf
Provisions,Provision.N
Prüfungen,Prüfung.N:4pf:3pf:2pf:1pf
Prüfung,Prüfung.N:4sf:3sf:2sf:1sf
Prügel,Prügel.N
prügel,prügeln.V
Psychiater,Psychiater.N:m
psychischen,psychisch.ADJ
Psychischen,Psychische.N
psychisch,psychisch.ADJ
Psychologie,Psychologie.N:f
psychologisches,psychologisch.ADJ
Psychologisches,Psychologische.N
psychologisch,psychologisch.ADJ
psychophysisch,psychophysisch.ADJ
Publikation,Publikation.N:4sf:3sf:2sf:1sf
Publizieren,Publizieren.N:4sn:3sn:1sn
publizieren,publizieren.V
Publizierung,Publizierung.N:4sf:3sf:2sf:1sf
Pudding,Pudding.N:m
pull,pullen.V
Puls,Puls.N:m
puls,pulsen.V
Punkten,Punkt.N:3pm
punkten,punkten.V
punkte,punkten.V
Punkte,Punkt.N:m
pünktlich,pünktlich.ADJ
punkt,punkten.V
Punkt,Punkt.N:m
pure,pur.ADJ
Pure,Pure.N
putziger,putzig.ADJ
Putziger,Putzige.N
puzzle,puzzeln.V
Puzzle,Puzzle.N:n
Puzzles,Puzzle.N:4pn:3pn:2sn:2pn:1pn
Pyramide,Pyramide.N:4sf:3sf:2sf:1sf
Pythia,Pythia.N:f
Qualen,Qual.N:f
Qualitäten,Qualität.N:f
Qualität,Qualität.N:4sf:3sf:2sf:1sf
Qual,Qual.N:f
quälte,quälen.V
quält,quälen.V
Quarters,Quarter.N:2sm
Quartetten,Quartett.N:3pn
Quartette,Quartett.N:4pn:3sn:2pn:1pn
Quartett,Quartett.N:n
Quarto,Quarto.N:n
Quart,Quarte.N
Quarzes,Quarz.N:2sm
Queen,Queen.N:f
Quellen,Quelle.N
quellen,quellen.V
Quelle,Quell.N:4pm:3sm:2pm:1pm
quelle,quellen.V
Quere,Quere.N:4sf:3sf:2sf:1sf
quere,queren.V
quicker,quick.ADJ
Quicker,Quicke.N
quick,quick.ADJ
Quintette,Quintett.N:4pn:3sn:2pn:1pn
Quorum,Quorum.N:n
Quotation,Quotation.N:4sf:3sf:2sf:1sf
Quotations,Quotation.N
Quote,Quote.N:f
quote,quoten.V
Rabe,Rabe.N:1sm
rächt,rächen.V
Radiators,Radiator.N:2sm
radikal,radikal.ADJ
Radikal,Radikal.N:n
Radio,Radio.N:n
Radix,Radix.N:f
Rad,Rad.N:n
Ragen,Rage.N
ragen,ragen.V
Rage,Rage.N:f
rage,ragen.V
Rahmen,Rahmen.N:m
rahmen,rahmen.V
rain,rain.V
Rain,Rain.N:m
Rains,Rain.N:2sm
rammet,rammen.V
Rande,Rand.N:3sm
rande,randen.V
rand,randen.V
Rand,Rand.N:m
Ranges,Rang.N:2sm
rank,rank.ADJ
Rank,Rank.N:m
Ranks,Rank.N:2sm
rannten,rennen.V
ran,run.V
rapid,rapid.N
rare,rar.ADJ
Rare,Rare.N
rar,rar.ADJ
rasche,rasch.ADJ
Rasche,Rasche.N
rascher,rasch.ADJ
Rascher,Rasche.N
rasches,rasch.ADJ
Rasches,Rasche.N
rasch,rasch.ADJ
Rasch,Rasch.N:m
Rasen,Rasen.N:m
rasen,rasen.V
Rassen,Rasse.N
Raten,Rate.N
raten,raten.V
Rate,Rat.N:3sm
rate,raten.V
rational,rational.N
Ration,Ration.N:4sf:3sf:2sf:1sf
Rations,Ration.N
Ratio,Ratio.N:f
ratlos,ratlos.ADJ
rat,raten.V
Rat,Rat.N:m
ratsam,ratsam.ADJ
rätselhaft,rätselhaft.ADJ
Rätsel,Rätsel.N:n
rätsel,rätseln.V
Ratte,Ratte.N:4sf:3sf:2sf:1sf
Rauben,Raub.N:3pm
rauben,rauben.V
rauchigen,rauchig.ADJ
Rauchigen,Rauchige.N
Raufen,Raufe.N
raufen,raufen.V
räume,räumen.V
Raume,Raum.N:3sm
Räume,Raum.N:4pm:2pm:1pm
Raumes,Raum.N:2sm
Raum,Raum.N:m
Rauschen,Rauschen.N:4sn:3sn:1sn
rauschen,rauschen.V
Rayon,Rayon.N:m
Reader,Reader.N:m
Readers,Reader.N:2sm
reagiert,reagieren.V
Reaktion,Reaktion.N:4sf:3sf:2sf:1sf
realem,real.ADJ
Realem,Reale.N
realen,real.ADJ
Realen,Reale.N
reales,real.ADJ
Reales,Reale.N
Realisierung,Realisierung.N:4sf:3sf:2sf:1sf
real,real.N
Real,Real.N:m
Rechenschaft,Rechenschaft.N:4sf:3sf:2sf:1sf
Recherchieren,Recherchieren.N:4sn:3sn:1sn
recherchieren,recherchieren.V
Rechnen,Rechnen.N:n
rechnen,rechnen.V
rechne,rechnen.V
rechnete,rechnen.V
rechnet,rechnen.V
Rechnung,Rechnung.N:4sf:3sf:2sf:1sf
rechten,rechen.V
Rechten,Rechte.N
rechte,rechen.V
Rechte,Rechte.N
rechter,recht.ADJ
Rechter,Rechte.N
rechtes,recht.ADJ
Rechtes,Rechte.N
recht,rechen.V
Recht,Recht.N:n
Reden,Rede.N
reden,reden.V
Rede,Rede.N:4sf:3sf:2sf:1sf
rede,reden.V
redest,reden.V
redetest,reden.V
redet,reden.V
red,red.N
rees,reesen.V
Referent,Referent.N:1sm
reformiert,reformieren.V
Refrain,Refrain.N:m
Regel,Regel.N:f
regel,regeln.V
regen,reg.ADJ
Regen,Rege.N
rege,reg.ADJ
Rege,Rege.N
Regie,Regie.N:f
Regierung,Regierung.N:4sf:3sf:2sf:1sf
Regiment,Regiment.N:n
Regime,Regime.N:n
Reglements,Reglement.N:4pn:3pn:2sn:2pn:1pn
regnerisch,regnerisch.ADJ
regnet,regnen.V
regn,regnen.V
reg,reg.ADJ
Reg,Reg.N:f
regte,regen.V
regt,regen.V
Regular,Regular.N:m
Regulations,Regulation.N
Regung,Regung.N:4sf:3sf:2sf:1sf
reichen,reich.ADJ
Reichen,Reiche.N
reicher,reich.ADJ
Reicher,Reiche.N
reichlich,reichlich.ADJ
reich,reich.ADJ
Reich,Reich.N:4sn:3sn:1sn
reicht,reichen.V
reife,reif.ADJ
Reife,Reife.N
reiflicher,reiflich.ADJ
Reiflicher,Reifliche.N
Reihe,Reihe.N:4sf:3sf:2sf:1sf
reihe,reihen.V
reinen,rein.ADJ
Reinen,Reine.N
reine,rein.ADJ
Reine,Reine.N
reineren,rein.ADJ
Reineren,Reine.N
reiner,rein.ADJ
Reiner,Reine.N
reinlicher,reinlich.ADJ
Reinlicher,Reinliche.N
rein,rein.ADJ
Rein,Rein.N:f
Reisen,Reis.N:3pm
reisen,reisen.V
Reise,Reise.N:f
reise,reisen.V
Reislein,Reislein.N:n
reis,reisen.V
Reis,Reis.N:m
Reißen,Reißen.N:n
reißen,reißen.V
reißt,reißen.V
reiste,reisen.V
Reiste,Reiste.N:4sf:3sf:2sf:1sf
reist,reisen.V
reizbar,reizbar.ADJ
reizende,reizend.ADJ
Reizende,Reizende.N
reizend,reizen.V
reiz,reizen.V
Reiz,Reiz.N:m
reizte,reizen.V
reklamiert,reklamieren.V
rekommandiert,rekommandieren.V
Relationen,Relation.N:f
Relation,Relation.N:4sf:3sf:2sf:1sf
Relations,Relation.N
relative,relativ.ADJ
Relative,Relative.N
relatives,relative.N
Relatives,Relative.N
relativ,relativ.ADJ
Relativ,Relativ.N:n
Relaxation,Relaxation.N:4sf:3sf:2sf:1sf
relevant,relevant.ADJ
Religion,Religion.N:4sf:3sf:2sf:1sf
religionslos,religionslos.ADJ
religiösen,religiös.ADJ
Religiösen,Religiöse.N
religiöse,religiös.ADJ
Religiöse,Religiöse.N
religiöses,religiös.ADJ
Religiöses,Religiöse.N
Religiosität,Religiosität.N:4sf:3sf:2sf:1sf
religiös,religiös.ADJ
Rendezvous,Rendezvous.N:n
Reparaturen,Reparatur.N:f
Repetitions,Repetition.N:f
Reporter,Reporter.N:m
Report,Report.N:m
Reports,Report.N:2sm
Reproduktionen,Reproduktion.N:4pf:3pf:2pf:1pf
Reproduktion,Reproduktion.N:4sf:3sf:2sf:1sf
reproduzierenden,reproduzierend.ADJ
Reproduzierenden,Reproduzierende.N
Republik,Republik.N:f
repulsive,repulsiv.ADJ
Repulsive,Repulsive.N
Requiem,Requiem.N:n
Requiems,Requiem.N:4pn:3pn:2sn:2pn:1pn
Re,Re.N:n
Research,Research.N:n
Reserve,Reserve.N:f
Reservieren,Reservieren.N:4sn:3sn:1sn
reservieren,reservieren.V
reservierten,reservieren.V
Reservierten,Reservierte.N
Resignation,Resignation.N:4sf:3sf:2sf:1sf
Resistance,Resistance.N:f
Respektes,Respekt.N:2sm
Respektieren,Respektieren.N:4sn:3sn:1sn
respektieren,respektieren.V
respektiert,respektieren.V
Res,Re.N:4pn:3pn:2sn:2pn:1pn
Restaurant,Restaurant.N:n
Restaurants,Restaurant.N:4pn:3pn:2sn:2pn:1pn
restlichen,restlich.ADJ
Restlichen,Restliche.N
Rest,Rest.N:m
Rests,Rest.N:2sm
Resultate,Resultat.N:4pn:3sn:2pn:1pn
Resultat,Resultat.N:n
Resultats,Resultat.N
resultierende,resultierend.ADJ
Resultierende,Resultierende.N
retournierte,retournieren.V
Retournierte,Retournierte.N
retrograde,retrograd.ADJ
Retrograde,Retrograde.N
Reuen,Reuen.N:4sn:3sn:1sn
reuen,reuen.V
Reue,Reue.N:f
reue,reuen.V
Reverse,Revers.N:4pm:3sm:2pm:1pm
revidierte,revidieren.V
Revidierte,Revidierte.N
Review,Review.N:f
Reviews,Review.N:4pf:3pf:2pf:1pf
Revision,Revision.N:4sf:3sf:2sf:1sf
rex,rex.N
Rezension,Rezension.N:4sf:3sf:2sf:1sf
Rezepten,Rezept.N:3pn
Rezept,Rezept.N:n
Rezitator,Rezitator.N:m
Rhapsode,Rhapsode.N:1sm
rheumatischen,rheumatisch.ADJ
Rheumatischen,Rheumatische.N
Rhythmus,Rhythmus.N:m
Richten,Richte.N
richten,richten.V
Richte,Richte.N:4sf:3sf:2sf:1sf
richte,richten.V
Richter,Richter.N:m
Richters,Richter.N:2sm
richtet,richten.V
richtigen,richtig.ADJ
Richtigen,Richtige.N
richtigere,richtig.ADJ
Richtigere,Richtige.N
richtige,richtig.ADJ
Richtige,Richtige.N
richtiger,richtig.ADJ
Richtiger,Richtige.N
richtiges,richtig.ADJ
Richtiges,Richtige.N
Richtigkeit,Richtigkeit.N:4sf:3sf:2sf:1sf
richtig,richtig.ADJ
richtigsten,richtig.ADJ
Richtigsten,Richtige.N
richtigste,richtig.ADJ
Richtigste,Richtige.N
Richtung,Richtung.N:f
rief,rufen.V
riesige,riesig.ADJ
Riesige,Riesige.N
riesiges,riesig.ADJ
Riesiges,Riesige.N
riesig,riesig.ADJ
riet,raten.V
Riet,Riet.N:n
rigoros,rigoros.ADJ
Ringen,Ringen.N:n
ringen,ringen.V
ringe,ringen.V
Ringe,Ring.N:4pm:3sm:2pm:1pm
ring,ringen.V
Ring,Ring.N:m
Risiko,Risiko.N:n
risse,reißen.V
Risse,Riß.N:4pm:3sm:2pm:1pm
riß,reißen.V
Riß,Riß.N:m
ritt,reiten.V
Ritt,Ritt.N:m
Ritual,Ritual.N:n
Rivalisieren,Rivalisieren.N:4sn:3sn:1sn
rivalisieren,rivalisieren.V
Rivalisierens,Rivalisieren.N
rivalisiert,rivalisieren.V
robb,robben.V
rock,rocken.V
Rock,Rock.N:m
Roggen,Roggen.N:m
rohen,roh.ADJ
Rohen,Rohe.N
Rollers,Roller.N:2sm
Romancier,Romancier.N:m
Roman,Roman.N:m
Rose,Rose.N:4sf:3sf:2sf:1sf
rosigen,rosig.ADJ
Rosigen,Rosige.N
Rosinen,Rosine.N
ross,rossen.V
Ross,Ross.N:n
roten,rot.ADJ
Roten,Rote.N
rote,rote.N
Rote,Rote.N
Rotten,Rotte.N
rotten,rotten.V
Rouge,Rouge.N:n
Route,Route.N:4sf:3sf:2sf:1sf
royal,royal.ADJ
Rücken,Rücken.N
rücken,rücken.V
Rückkehr,Rückkehr.N:f
Rückkunft,Rückkunft.N:4sf:3sf:2sf:1sf
Rücksichtslosigkeit,Rücksichtslosigkeit.N:4sf:3sf:2sf:1sf
Rufen,Rufe.N
rufen,rufen.V
Rufe,Rufe.N:f
rufe,rufen.V
rufet,rufen.V
ruf,rufen.V
Ruf,Ruf.N:m
ruft,rufen.V
Ruhe,Ruhe.N
ruhe,ruhen.V
ruhigen,ruhig.ADJ
Ruhigen,Ruhige.N
ruhiger,ruhig.ADJ
Ruhiger,Ruhige.N
ruhig,ruhig.ADJ
Rühmen,Rühmen.N:4sn:3sn:1sn
rühmen,rühmen.V
Ruhm,Ruhm.N:m
rühmt,rühmen.V
rührenden,rührend.ADJ
Rührenden,Rührende.N
rührender,rührend.ADJ
Rührender,Rührende.N
rührend,rühren.V
Rühren,Rühren.N:4sn:3sn:1sn
rühren,rühren.V
rühre,rühren.V
rührt,rühren.V
Ruh,Ruhe.N
ruh,ruhen.V
Rührung,Rührung.N:4sf:3sf:2sf:1sf
ruhte,ruhen.V
ruht,ruhen.V
Ruinen,Ruine.N
Rumänien,Rumänien.N:4sn:3sn:1sn
runden,rund.ADJ
Runden,Runde.N
rund,rund.ADJ
Rund,Rund.N:n
Runen,Rune.N
Run,Run.N:m
Runs,Runs.N:m
rusch,rusch.ADJ
Rusch,Rusch.N:m
Rush,Rush.N:m
Russen,Russe.N
russischen,russisch.ADJ
Russischen,Russische.N
russische,russisch.ADJ
Russische,Russische.N
russisch,russisch.ADJ
Rußland,Rußland.N:4sn:3sn:1sn
rüstigen,rüstig.ADJ
Rüstigen,Rüstige.N
Saal,Saal.N:m
Sachen,Sache.N
Sache,Sache.N:f
Sachlichkeit,Sachlichkeit.N:4sf:3sf:2sf:1sf
sachlich,sachlich.ADJ
Sachverhalten,Sachverhalt.N:3pm
Sachverhalte,Sachverhalt.N:4pm:3sm:2pm:1pm
Sachverhaltes,Sachverhalt.N:2sm
Sachverhalt,Sachverhalt.N:4sm:3sm:1sm
sack,sacken.V
Sack,Sack.N:m
Säen,Säen.N:4sn:3sn:1sn
säen,säen.V
Safe,Safe.N:m
Sagen,Sage.N
sagen,sagen.V
Sage,Sage.N
Säge,Säge.N:f
sage,sage.N
säge,sägen.V
sag,sagen.V
sagst,sagen.V
sagten,sagen.V
sagte,sagen.V
sagt,sagen.V
sahen,sehen.V
sähe,sehen.V
sah,sehen.V
Sake,Sake.N:4sm:3sm:2sm:1sm
Salbe,Salbe.N:4sf:3sf:2sf:1sf
salbe,salben.V
Säle,Saal.N:4pm:2pm:1pm
Samen,Same.N
samen,samen.V
Same,Same.N:4sm:1sm
same,samen.V
Sammlung,Sammlung.N:4sf:3sf:2sf:1sf
Sample,Sample.N:n
Samstag,Samstag.N:m
sämtlichen,sämtlich.ADJ
Sämtlichen,Sämtliche.N
sämtlich,sämtlich.ADJ
samt,samen.V
Samt,Samt.N:m
Sanatorium,Sanatorium.N:n
Sanctus,Sanctus.N:n
sand,sanden.V
Sand,Sand.N:m
sandten,senden.V
sandte,senden.V
sanftem,sanft.ADJ
Sanftem,Sanfte.N
sanfter,sanft.ADJ
Sanfter,Sanfte.N
Sang,Sang.N:m
sang,sing.V
saßen,sitzen.V
säßen,sitzen.V
säße,sitzen.V
Saß,Saß.N:m
saß,sitzen.V
Sätzen,Satz.N:3pm
Satze,Satz.N:3sm
Sätze,Satz.N:4pm:2pm:1pm
Satzes,Satz.N:2sm
Satz,Satz.N:m
Sauce,Sauce.N:4sf:3sf:2sf:1sf
sauer,sauern.V
Sauer,Sauer.N:n
saures,sauer.ADJ
Saures,Saure.N
Säuseln,Säuseln.N:4sn:3sn:1sn
säuseln,säuseln.V
save,saven.V
Scene,Scene.N:f
Schachtel,Schachtel.N:f
schachtel,schachteln.V
Schädel,Schädel.N:m
schaden,schaden.V
Schaden,Schadee.N
schade,schaden.V
Schade,Schadee.N
schadet,schaden.V
schädlich,schädlich.ADJ
schaffenden,schaffend.ADJ
Schaffenden,Schaffende.N
Schaffen,Schaffe.N
schaffen,schaffen.V
Schaffe,Schaff.N:4pn:3sn:2pn:1pn
schaffe,schaffen.V
schäme,schämen.V
schamlos,schamlos.ADJ
Schänden,Schänden.N:4sn:3sn:1sn
schänden,schänden.V
Schande,Schande.N:4sf:3sf:2sf:1sf
schanz,schanzen.V
schärferen,scharf.ADJ
Schärferen,Scharfe.N
schärfer,scharf.ADJ
Schärfe,Schärfe.N:f
schärfe,schärfen.V
scharf,scharf.ADJ
Scharlach,Scharlach.N:m
Scharnieren,Scharnier.N:3pn
scharnieren,scharnieren.V
Schatten,Schatten.N:m
schatten,schatten.V
schattiere,schattieren.V
Schätzen,Schatz.N:3pm
schätzen,schätzen.V
schätze,schätzen.V
Schätze,Schatz.N:4pm:2pm:1pm
schatz,schatzen.V
Schatz,Schatz.N:m
schätzt,schätzen.V
Schauen,Schau.N:f
schauen,schauen.V
schäumendem,schäumend.ADJ
Schäumendem,Schäumende.N
schau,schauen.V
Schau,Schau.N:f
schauspieler,schauspielern.V
schaut,schauen.V
scheck,schecken.V
Scheck,Scheck.N:m
Scheiden,Scheide.N
scheiden,scheiden.V
scheid,scheiden.V
scheinbar,scheinbar.ADJ
Scheinen,Schein.N:3pm
scheinen,scheinen.V
scheine,scheinen.V
Scheine,Schein.N:4pm:3sm:2pm:1pm
schein,scheinen.V
Schein,Schein.N:m
scheinst,scheinen.V
scheint,scheinen.V
schelmisch,schelmisch.ADJ
Schema,Schema.N:n
Schenken,Schenke.N
schenken,schenken.V
Schenke,Schenke.N:4sf:3sf:2sf:1sf
schenke,schenken.V
schenkte,schenken.V
schenkt,schenken.V
Scherereien,Schererei.N:f
Schererei,Schererei.N:f
Scherzo,Scherzo.N:n
scheue,scheu.ADJ
Scheue,Scheue.N
scheußlichen,scheußlich.ADJ
Scheußlichen,Scheußliche.N
scheußliche,scheußlich.ADJ
Scheußliche,Scheußliche.N
scheußliches,scheußlich.ADJ
Scheußliches,Scheußliche.N
scheußlich,scheußlich.ADJ
scheut,scheuen.V
schicken,schick.ADJ
Schicken,Schicke.N
schicke,schick.ADJ
Schicke,Schicke.N
Schicksal,Schicksal.N:n
schick,schick.ADJ
Schick,Schick.N:m
schickst,schicken.V
schickten,schicken.V
schickte,schicken.V
schickt,schicken.V
Schieben,Schieben.N:4sn:3sn:1sn
schieben,schieben.V
schiebe,schieben.V
schiefes,schief.ADJ
Schiefes,Schiefe.N
schief,schief.ADJ
schienen,scheinen.V
Schienen,Schiene.N
schiene,scheinen.V
Schiene,Schiene.N:4sf:3sf:2sf:1sf
schien,scheinen.V
schiffe,schiffen.V
Schiffe,Schiff.N
schiff,schiffen.V
Schiff,Schiff.N:n
schillernde,schillernd.ADJ
Schillernde,Schillernde.N
Schillingen,Schilling.N:3pm
Schilling,Schilling.N:m
schimmernden,schimmernd.ADJ
Schimmernden,Schimmernde.N
Schimpfen,Schimpfe.N
schimpfen,schimpfen.V
schlacht,schlachten.V
Schlacht,Schlacht.N:f
schlafende,schlafend.ADJ
Schlafende,Schlafende.N
Schlafen,Schlafen.N:4sn:3sn:1sn
schlafen,schlafen.V
Schlaflosigkeit,Schlaflosigkeit.N:4sf:3sf:2sf:1sf
schlaf,schlafen.V
Schlaf,Schlaf.N:m
schläft,schlafen.V
Schlagen,Schlage.N
schlagen,schlagen.V
Schlager,Schlager.N:m
Schlage,Schlage.N:f
schlage,schlagen.V
schlag,schlagen.V
Schlag,Schlag.N:m
Schlamperei,Schlamperei.N:f
schlampig,schlampig.ADJ
schlechtem,schlecht.ADJ
Schlechtem,Schlechte.N
schlechten,schlecht.ADJ
Schlechten,Schlechte.N
schlechter,schlecht.ADJ
Schlechter,Schlechte.N
schlechte,schlecht.ADJ
Schlechte,Schlechte.N
schlechtes,schlecht.ADJ
Schlechtes,Schlechte.N
schlechteste,schlecht.ADJ
Schlechteste,Schlechte.N
Schlechtigkeit,Schlechtigkeit.N:4sf:3sf:2sf:1sf
schlecht,schlecht.ADJ
schleim,schleimen.V
Schleim,Schleim.N:m
Schleppe,Schleppe.N:4sf:3sf:2sf:1sf
schleppe,schleppen.V
schlick,schlicken.V
Schlick,Schlick.N:m
Schlicks,Schlick.N:2sm
Schließen,Schließe.N
schließen,schließen.V
Schließe,Schließe.N:4sf:3sf:2sf:1sf
schließe,schließen.V
schließlich,schließlich.CONJS
schlimmen,schlimm.ADJ
Schlimmen,Schlimme.N
schlimmer,schlimm.ADJ
Schlimmer,Schlimme.N
schlimme,schlimm.ADJ
Schlimme,Schlimme.N
schlimmes,schlimm.ADJ
Schlimmes,Schlimme.N
schlimm,schlimm.ADJ
schlimmsten,schlimm.ADJ
Schlimmsten,Schlimme.N
schloß,schloßen.V
Schloß,Schloß.N:n
schlotternden,schlotternd.ADJ
Schlotternden,Schlotternde.N
schlummere,schlummern.V
schlummernden,schlummernd.ADJ
Schlummernden,Schlummernde.N
schlummernde,schlummernd.ADJ
Schlummernde,Schlummernde.N
schlüpfrigen,schlüpfrig.ADJ
Schlüpfrigen,Schlüpfrige.N
Schlüssel,Schlüssel.N:m
schlüssel,schlüsseln.V
Schlüssen,Schluß.N:3pm
Schlusse,Schluß.N:3sm
Schluss,Schluss.N:m
Schluß,Schluß.N:m
Schmälern,Schmälern.N:4sn:3sn:1sn
schmälern,schmälern.V
Schmarrn,Schmarrn.N:m
schmeckte,schmecken.V
schmeckt,schmecken.V
schmeichelhafte,schmeichelhaft.ADJ
Schmeichelhafte,Schmeichelhafte.N
Schmelzen,Schmelze.N
schmelzen,schmelzen.V
Schmerzen,Schmerz.N:m
schmerzen,schmerzen.V
schmerzhaften,schmerzhaft.ADJ
Schmerzhaften,Schmerzhafte.N
schmerzhaft,schmerzhaft.ADJ
schmerzlich,schmerzlich.ADJ
schmerzlos,schmerzlos.ADJ
schmerz,schmerzen.V
Schmerz,Schmerz.N:m
schmerzt,schmerzen.V
Schmetterling,Schmetterling.N:m
Schmiegen,Schmiege.N
schmiegen,schmiegen.V
Schmierage,Schmierage.N:f
Schmierer,Schmierer.N:m
schmutzigen,schmutzig.ADJ
