Aar,Aar.N:m
Schmutzigen,Schmutzige.N
schmutz,schmutzen.V
Schmutz,Schmutz.N:m
Schnee,Schnee.N
schneidenden,schneidend.ADJ
Schneidenden,Schneidende.N
schneidet,schneiden.V
schneller,schnell.ADJ
Schneller,Schnelle.N
schnelle,schnell.ADJ
Schnelle,Schnelle.N
schnell,schnell.ADJ
schnitt,schneiden.V
Schnitt,Schnitt.N:m
schob,schieben.V
schock,schocken.V
Schock,Schock.N:n
Schokolade,Schokolade.N:f
schönem,schön.ADJ
Schönem,Schöne.N
schönen,schön.ADJ
Schönen,Schöne.N
Schonen,Schonen.N:4sn:3sn:1sn
schonen,schonen.V
schöner,schön.ADJ
Schöner,Schöne.N
schöne,schön.ADJ
Schöne,Schöne.N
schönes,schön.ADJ
Schönes,Schöne.N
Schönheit,Schönheit.N:4sf:3sf:2sf:1sf
schön,schön.ADJ
schon,schonen.V
schönsten,schön.ADJ
Schönsten,Schöne.N
Schöpfen,Schopf.N:3pm
schöpfen,schöpfen.V
schöpferische,schöpferisch.ADJ
Schöpferische,Schöpferische.N
Schraffierung,Schraffierung.N:4sf:3sf:2sf:1sf
schrank,schranken.V
Schrank,Schrank.N:m
Schrecken,Schrecke.N
schrecken,schrecken.V
schrecklichen,schrecklich.ADJ
Schrecklichen,Schreckliche.N
schrecklicher,schrecklich.ADJ
Schrecklicher,Schreckliche.N
schreckliche,schrecklich.ADJ
Schreckliche,Schreckliche.N
schreckliches,schrecklich.ADJ
Schreckliches,Schreckliche.N
schrecklich,schrecklich.ADJ
schrecklichste,schrecklich.ADJ
Schrecklichste,Schreckliche.N
Schreiben,Schreiben.N:4sn:3sn:1sn
schreiben,schreiben.V
Schreibens,Schreiben.N
Schreiberei,Schreiberei.N:f
Schreibe,Schreibe.N:4sf:3sf:2sf:1sf
schreibe,schreiben.V
Schreib,Schreiben.N:n
schreib,schreiben.V
schreibst,schreiben.V
schreibt,schreiben.V
Schreiten,Schreiten.N:4sn:3sn:1sn
schreiten,schreiten.V
schreit,schreien.V
schrieben,schreiben.V
Schrieben,Schrieb.N:3pm
schriebe,schreiben.V
Schriebe,Schrieb.N:4pm:2pm:1pm
schrieb,schreiben.V
Schrieb,Schrieb.N:m
schriebst,schreiben.V
schrieen,schreien.V
Schriften,Schrift.N:f
schriftliche,schriftlich.ADJ
Schriftliche,Schriftliche.N
schriftlich,schriftlich.ADJ
Schrift,Schrift.N:f
Schriftstellerin,Schriftstellerin.N:4sf:3sf:2sf:1sf
schriftstellerischen,schriftstellerisch.ADJ
Schriftstellerischen,Schriftstellerische.N
Schriftsteller,Schriftsteller.N:m
schriftsteller,schriftstellern.V
Schriftstellers,Schriftsteller.N:2sm
schritte,schreiten.V
Schritte,Schritt.N:4pm:3sm:2pm:1pm
schritt,schreiten.V
Schritt,Schritt.N:m
schuft,schaffen.V
Schuft,Schuft.N:m
schuhe,schuhen.V
Schuhe,Schuh.N:4pm:3sm:2pm:1pm
schulden,schuld.ADJ
Schulden,Schulde.N
schulde,schuld.ADJ
Schulde,Schulde.N
schuldig,schuldig.ADJ
schuldlos,schuldlos.ADJ
Schuldner,Schuldner.N:m
schuld,schuld.ADJ
Schuld,Schuld.N:f
Schülerin,Schülerin.N:4sf:3sf:2sf:1sf
Schüler,Schüler.N:m
Schülers,Schüler.N:2sm
Schule,Schule.N:4sf:3sf:2sf:1sf
schule,schulen.V
Schultern,Schulter.N
schultern,schultern.V
Schulter,Schulter.N:f
schulter,schultern.V
Schulze,Schulze.N:1sm
schund,schinden.V
Schund,Schund.N:m
Schuster,Schuster.N:m
schuster,schustern.V
schüttelt,schütteln.V
Schütze,Schütze.N:1sm
schütze,schützen.V
Schutz,Schutz.N:m
Schwächen,Schwächen.N:4sn:3sn:1sn
schwächen,schwächen.V
schwächeren,schwach.ADJ
Schwächeren,Schwache.N
schwache,schwach.ADJ
Schwache,Schwache.N
Schwäche,Schwäche.N:f
schwäche,schwächen.V
schwach,schwach.ADJ
Schwägerin,Schwägerin.N:4sf:3sf:2sf:1sf
schwand,schwinden.V
schwankend,schwanken.V
schwanken,schwank.ADJ
Schwanken,Schwanke.N
schwankte,schwanken.V
schwarzen,schwarz.ADJ
Schwarzen,Schwarze.N
Schwärzen,Schwärze.N
schwärzen,schwärzen.V
schwarz,schwarz.ADJ
Schwarz,Schwarz.N:n
Schwätzen,Schwätzen.N:4sn:3sn:1sn
schwätzen,schwätzen.V
Schwätzerin,Schwätzerin.N:4sf:3sf:2sf:1sf
schwätzt,schwätzen.V
Schwebe,Schwebe.N:f
schwebe,schweben.V
schwebt,schweben.V
Schweden,Schweden.N:4sn:3sn:1sn
schwedischem,schwedisch.ADJ
Schwedischem,Schwedische.N
schwedischen,schwedisch.ADJ
Schwedischen,Schwedische.N
schwedische,schwedisch.ADJ
Schwedische,Schwedische.N
schwedisches,schwedisch.ADJ
Schwedisches,Schwedische.N
Schwefeln,Schwefeln.N:4sn:3sn:1sn
schwefeln,schwefeln.V
Schweigen,Schweigen.N:n
schweigen,schweigen.V
Schweigens,Schweigen.N
schweige,schweigen.V
Schweinerei,Schweinerei.N:f
Schweine,Schwein.N:n
schweinischen,schweinisch.ADJ
Schweinischen,Schweinische.N
schweinische,schweinisch.ADJ
Schweinische,Schweinische.N
Schwein,Schwein.N:n
schweiße,schweißen.V
Schweiße,Schweiß.N:4pm:3sm:2pm:1pm
Schweizer,Schweizer.N:4sm:4pm:3sm:2pm:1sm:1pm
Schweiz,Schweiz.N:4sf:3sf:2sf:1sf
Schwenken,Schwenke.N
schwenken,schwenken.V
schweren,schwer.ADJ
Schweren,Schwere.N
schwerer,schwer.ADJ
Schwerer,Schwere.N
schwere,schwer.ADJ
Schwere,Schwere.N
schweres,schwer.ADJ
Schweres,Schwere.N
Schwerhörigkeit,Schwerhörigkeit.N:4sf:3sf:2sf:1sf
schwermütig,schwermütig.ADJ
schwer,schwer.ADJ
schwerste,schwer.ADJ
Schwerste,Schwere.N
Schwestern,Schwester.N
Schwester,Schwester.N:f
schwierigem,schwierig.ADJ
Schwierigem,Schwierige.N
schwierige,schwierig.ADJ
Schwierige,Schwierige.N
Schwierigkeiten,Schwierigkeit.N:4pf:3pf:2pf:1pf
Schwierigkeit,Schwierigkeit.N:4sf:3sf:2sf:1sf
schwierigsten,schwierig.ADJ
Schwierigsten,Schwierige.N
Schwimmen,Schwimmen.N:4sn:3sn:1sn
schwimmen,schwimmen.V
schwindelhafter,schwindelhaft.ADJ
Schwindelhafter,Schwindelhafte.N
Schwindel,Schwindel.N:m
schwindel,schwindeln.V
schwöre,schwören.V
Schwung,Schwung.N:m
Scripts,Script.N:2sn
Seals,Seal.N:4pm:3pm:2sm:2pm:1pm
Sechs,Sechs.N:f
sechs,sechs.ADJ
sechziger,sechzig.ADJ
sedatives,sedative.N
Sedatives,Sedative.N
Seelen,Seele.N
Seele,Seele.N:4sf:3sf:2sf:1sf
seelischen,seelisch.ADJ
Seelischen,Seelische.N
seelische,seelisch.ADJ
Seelische,Seelische.N
seelisch,seelisch.ADJ
Seen,See.N
See,See.N:f
Sees,See.N:2sm
Segen,Segen.N:m
segen,segnen.V
Sehen,Sehe.N
sehen,sehen.V
Sehe,Sehe.N:4sf:3sf:2sf:1sf
sehe,sehen.V
Sehnen,Sehne.N
sehnen,sehnen.V
Sehne,Sehne.N:4sf:3sf:2sf:1sf
sehne,sehnen.V
sehn,sehnen.V
sehnte,sehnen.V
sehnt,sehnen.V
sehr,sehren.V
seh,sehen.V
Seichtigkeit,Seichtigkeit.N:4sf:3sf:2sf:1sf
seid,sein.V
seien,sein.V
seinem,seinem.DET
seinen,seinen.DET
seiner,seiner.N
seine,seine.DET
seines,seines.DET
sein,sein.V
Sein,Sein.N:4sn:3sn:1sn
sei,sein.V
seist,sein.V
Seiten,Seite.N
Seite,Seite.N:4sf:3sf:2sf:1sf
Sekretär,Sekretär.N:m
Sekunde,Sekunde.N:4sf:3sf:2sf:1sf
selben,selb.ADJ
Selben,Selbe.N
selber,selber.ADJ
Selber,Selber.N
selbe,selb.ADJ
Selbe,Selbe.N
selbiger,selbig.ADJ
Selbiger,Selbige.N
selbst,selbst.CONJS
Selbst,Selbst.N:n
seligen,selig.ADJ
Seligen,Selige.N
seltener,selten.ADJ
Seltener,Seltene.N
seltene,selten.ADJ
Seltene,Seltene.N
seltenes,selten.ADJ
Seltenes,Seltene.N
Seltenheit,Seltenheit.N:4sf:3sf:2sf:1sf
selten,selten.ADJ
seltsamen,seltsam.ADJ
Seltsamen,Seltsame.N
seltsame,seltsam.ADJ
Seltsame,Seltsame.N
seltsames,seltsam.ADJ
Seltsames,Seltsame.N
seltsam,seltsam.ADJ
Semester,Semester.N:n
Semmeln,Semmel.N:4pf:3pf:2pf:1pf
Senden,Send.N:3pm
senden,senden.V
Sender,Sender.N:m
sende,senden.V
Sende,Send.N:4pm:3sm:2pm:1pm
Sendes,Send.N:2sm
sendet,senden.V
send,senden.V
Send,Send.N:m
Sends,Send.N:2sm
Sendungen,Sendung.N:4pf:3pf:2pf:1pf
Sendung,Sendung.N:4sf:3sf:2sf:1sf
Sensation,Sensation.N:4sf:3sf:2sf:1sf
Sense,Sense.N:4sf:3sf:2sf:1sf
sense,sensen.V
sensitive,sensitiv.ADJ
Sensitive,Sensitive.N
Sente,Sente.N:4sf:3sf:2sf:1sf
Sentimentalität,Sentimentalität.N:4sf:3sf:2sf:1sf
separate,separat.ADJ
Separate,Separate.N
Separatum,Separatum.N:n
September,September.N:m
serial,serial.N
Sermon,Sermon.N:m
Service,Service.N:m
Services,Service.N:2sn
Sessel,Sessel.N:m
Set,Set.N:m
Settlement,Settlement.N:n
settle,setteln.V
Setzen,Setzen.N:4sn:3sn:1sn
setzen,setzen.V
setz,setzen.V
setzte,setzen.V
setzt,setzen.V
Shake,Shake.N:m
Share,Share.N:m
Shirts,Shirt.N:4pn:3pn:2sn:2pn:1pn
Shop,Shop.N:m
Shops,Shop.N:4pm:3pm:2sm:2pm:1pm
Show,Show.N:f
Shows,Show.N:4pf:3pf:2pf:1pf
sicherem,sicher.ADJ
sicheren,sicher.ADJ
sichere,sichern.V
sicheres,sicher.ADJ
Sicherheit,Sicherheit.N:4sf:3sf:2sf:1sf
sicherlich,sicherlich.CONJS
Sichern,Sichern.N:4sn:3sn:1sn
sichern,sichern.V
sicher,sichern.V
sichersten,sicher.ADJ
sichert,sichern.V
Sicherung,Sicherung.N:4sf:3sf:2sf:1sf
sich,sich.PRO
sichtbar,sichtbar.ADJ
sick,sicken.V
sieben,sieben.V
Sieben,Sieben.N:f
siebente,siebent.ADJ
Siebente,Siebente.N
Siegel,Siegel.N:n
siegel,siegeln.V
sieg,siegen.V
Sieg,Sieg.N:m
siehe,sehen.V
sieh,sehen.V
siehst,sehen.V
sieht,sehen.V
sie,sie.PRO
Silvester,Silvester.N:m
simpler,simpel.ADJ
Simpler,Simple.N
simple,simple.N
Simple,Simple.N
sind,sein.V
Singen,Singen.N:4sn:3sn:1sn
singen,singen.V
Single,Single.N:f
sing,singen.V
Singular,Singular.N:m
sinister,sinister.ADJ
sinne,sinnen.V
Sinne,Sinn.N:4pm:3sm:2pm:1pm
Sinnes,Sinn.N:m
sinnlos,sinnlos.ADJ
sinn,sinnen.V
Sinn,Sinn.N:m
Sintflut,Sintflut.N:f
Sir,Sir.N:m
Sirs,Sir.N:4pm:3pm:2sm:2pm:1pm
Sitte,Sitte.N:4sf:3sf:2sf:1sf
Situationen,Situation.N:f
Situation,Situation.N:4sf:3sf:2sf:1sf
sitzenden,sitzend.ADJ
Sitzenden,Sitzende.N
Sitzen,Sitz.N:3pm
sitzen,sitzen.V
sitze,sitzen.V
Sitze,Sitz.N:4pm:3sm:2pm:1pm
sitzt,sitzen.V
skandalös,skandalös.ADJ
Sketches,Sketch.N:2sm
Skin,Skin.N:m
Skins,Skin.N:4pm:3pm:2sm:2pm:1pm
Ski,Ski.N:m
skizzenhafte,skizzenhaft.ADJ
Skizzenhafte,Skizzenhafte.N
skizziert,skizzieren.V
Skrupel,Skrupel.N:m
Skunk,Skunk.N:m
Slip,Slip.N:m
Slips,Slip.N:4pm:3pm:2sm:2pm:1pm
sock,socken.V
sofortige,sofortig.ADJ
Sofortige,Sofortige.N
soft,soften.V
sogar,sogar.CONJS
Sohn,Sohn.N:m
solchem,solchem.DET
solchen,solchen.DET
solcher,solcher.DET
solche,solche.DET
solches,solches.DET
solch,solch.DET
Sold,Sold.N:m
Sole,Sole.N
solid,solid.ADJ
Sollen,Sollen.N:4sn:3sn:1sn
sollen,sollen.V
solle,sollen.V
soll,sollen.V
Soll,Soll.N:n
Solls,Soll.N:2sn
sollst,sollen.V
sollten,sollen.V
sollte,sollen.V
solltest,sollen.V
solltet,sollen.V
Solution,Solution.N:4sf:3sf:2sf:1sf
Sommer,Sommer.N:m
sommer,sommern.V
Sommers,Sommer.N:2sm
sonderbaren,sonderbar.ADJ
Sonderbaren,Sonderbare.N
sonderbare,sonderbar.ADJ
Sonderbare,Sonderbare.N
sonderbar,sonderbar.ADJ
Sondern,Sondern.N:4sn:3sn:1sn
sondern,sondern.V
sonder,sondern.V
sondiere,sondieren.V
Sonnen,Sonne.N
sonnen,sonnen.V
Sonne,Sonne.N:4sf:3sf:2sf:1sf
sonne,sonnen.V
sonnigen,sonnig.ADJ
Sonnigen,Sonnige.N
sonnige,sonnig.ADJ
Sonnige,Sonnige.N
sonniges,sonnig.ADJ
Sonniges,Sonnige.N
sonn,sonnen.V
Sonntag,Sonntag.N:m
Sonntags,Sonntag.N
sonstigen,sonstig.ADJ
Sonstigen,Sonstige.N
Sophistik,Sophistik.N:f
Sorgen,Sorge.N
sorgen,sorgen.V
Sorge,Sorge.N:f
sorge,sorgen.V
Sorg,Sorge.N
sorg,sorgen.V
sorgst,sorgen.V
sort,sorten.V
so,so.ADV
Soul,Soul.N:m
Souls,Soul.N:2sm
Sound,Sound.N:m
Sounds,Sound.N:4pm:3pm:2sm:2pm:1pm
Souvenirs,Souvenir.N:4pn:3pn:2sn:2pn:1pn
spannend,spannen.V
Spannung,Spannung.N:4sf:3sf:2sf:1sf
span,spanen.V
Span,Span.N:m
Sparen,Sparen.N:4sn:3sn:1sn
sparen,sparen.V
spare,sparen.V
sparsam,sparsam.ADJ
spaß,spaßen.V
Spaß,Spaß.N:m
späteren,spät.ADJ
Späteren,Späte.N
spätere,spät.ADJ
Spätere,Späte.N
später,spät.ADJ
Später,Späte.N
spät,spät.ADJ
Spatzen,Spatz.N:m
Spatz,Spatz.N:4sm:3sm:1sm
Special,Special.N:n
Speeches,Speech.N:2sm
Speech,Speech.N:m
Speeds,Speed.N:4pm:3pm:2sm:2pm:1pm
Speisen,Speise.N
speisen,speisen.V
Speise,Speise.N:f
speise,speisen.V
Spekulieren,Spekulieren.N:4sn:3sn:1sn
spekulieren,spekulieren.V
Spende,Spende.N
spende,spenden.V
spendet,spenden.V
spend,spenden.V
Spengler,Spengler.N:m
sperrt,sperren.V
Spezialist,Spezialist.N:1sm
speziellen,speziell.ADJ
Speziellen,Spezielle.N
spezielle,speziell.ADJ
Spezielle,Spezielle.N
speziell,speziell.ADJ
Spiegeln,Spiegel.N:3pm
spiegeln,spiegeln.V
Spielen,Spiel.N:3pn
spielen,spielen.V
Spielens,Spielen.N
spiele,spielen.V
Spiele,Spiel.N
spiel,spielen.V
Spiel,Spiel.N:n
spielst,spielen.V
spielten,spielen.V
spielte,spielen.V
spieltest,spielen.V
spielt,spielen.V
Spintisieren,Spintisieren.N:4sn:3sn:1sn
spintisieren,spintisieren.V
Spirit,Spirit.N:m
Spirits,Spirit.N:4pm:3pm:2sm:2pm:1pm
spiritual,spiritual.N
Spiritual,Spiritual.N:m
Spital,Spital.N:n
spitzen,spitz.ADJ
Spitzen,Spitze.N
spitze,spitz.ADJ
Spitze,Spitze.N
splendid,splendid.ADJ
spornt,spornen.V
Spot,Spot.N:m
Spots,Spot.N:4pm:3pm:2sm:2pm:1pm
Sprachen,Sprache.N
sprachen,sprechen.V
Sprache,Sprache.N:4sf:3sf:2sf:1sf
sprachlicher,sprachlich.ADJ
Sprachlicher,Sprachliche.N
sprachlich,sprachlich.ADJ
Sprach,Sprache.N
sprach,sprechen.V
Sprechen,Sprechen.N:4sn:3sn:1sn
sprechen,sprechen.V
spreche,sprechen.V
sprich,sprechen.V
sprichst,sprechen.V
spricht,sprechen.V
spring,springen.V
Spring,Spring.N:f
Sprunges,Sprung.N:2sm
Sprung,Sprung.N:m
spukt,spuken.V
spurlos,spurlos.ADJ
spur,spuren.V
Spur,Spur.N:f
spürte,spüren.V
Square,Square.N:m
staatliche,staatlich.ADJ
Staatliche,Staatliche.N
Staat,Staat.N:4sm:3sm:1sm
Stadium,Stadium.N:n
stad,stad.ADJ
Städtchen,Städtchen.N:n
Städten,Stadt.N:3pf
Städte,Stadt.N:f
Stadt,Stadt.N:f
Stage,Stag.N:3sn
Stammen,Stammen.N:4sn:3sn:1sn
stammen,stammen.V
stamme,stammen.V
Stamme,Stamm.N:3sm
stamm,stammen.V
Stamm,Stamm.N:m
stammten,stammen.V
stammte,stammen.V
stammt,stammen.V
Standard,Standard.N:m
Standen,Stande.N
standen,stehen.V
Stande,Stand.N:3sm
ständige,ständig.ADJ
Ständige,Ständige.N
ständig,ständig.ADJ
Standing,Standing.N:n
Stands,Stand.N
Stand,Stand.N:m
stand,stehen.V
starb,sterben.V
starken,stark.ADJ
Starken,Starke.N
stärkeres,stark.ADJ
Stärkeres,Starke.N
starkes,stark.ADJ
Starkes,Starke.N
starke,stark.ADJ
Starke,Starke.N
Stärke,Stärke.N:f
stärke,stärken.V
stark,stark.ADJ
stärkste,stark.ADJ
Stärkste,Starke.N
Star,Star.N:m
Starts,Start.N:2sm
start,starten.V
Start,Start.N:m
Statements,Statement.N:4pn:3pn:2sn:2pn:1pn
Statement,Statement.N:n
Station,Station.N:4sf:3sf:2sf:1sf
Stätte,Stätte.N:4sf:3sf:2sf:1sf
stattliches,stattlich.ADJ
Stattliches,Stattliche.N
statt,statten.V
Statt,Statt.N:f
Statue,Statue.N:4sf:3sf:2sf:1sf
Status,Status.N:m
Staunen,Staunen.N:n
staunen,staunen.V
Steamer,Steamer.N:m
Stecken,Stecken.N:m
stecken,stecken.V
steckte,stecken.V
steckt,stecken.V
Stehen,Stehen.N:4sn:3sn:1sn
stehen,stehen.V
stehe,stehen.V
Stehlers,Stehler.N:2sm
steht,stehen.V
Steifheit,Steifheit.N:4sf:3sf:2sf:1sf
steif,steif.ADJ
Steigen,Steige.N
steigen,steigen.V
Steige,Steig.N:4pm:3sm:2pm:1pm
steige,steigen.V
steigt,steigen.V
steile,steil.ADJ
Steile,Steile.N
steiner,steinern.V
steine,steinen.V
Steine,Stein.N:m
stein,steinen.V
Stein,Stein.N:m
stellenlose,stellenlos.ADJ
Stellenlose,Stellenlose.N
Stellen,Stelle.N
stellen,stellen.V
Stelle,Stelle.N:4sf:3sf:2sf:1sf
stelle,stellen.V
stell,stellen.V
stellst,stellen.V
stellte,stellen.V
stellt,stellen.V
Stellungen,Stellung.N:4pf:3pf:2pf:1pf
Stellungnahme,Stellungnahme.N:f
Stellung,Stellung.N:4sf:3sf:2sf:1sf
Steps,Step.N:4pm:3pm:2sm:2pm:1pm
Step,Step.N:m
Sterben,Sterbe.N
sterben,sterben.V
stereotyp,stereotyp.ADJ
sterilen,steril.ADJ
Sterilen,Sterile.N
sterile,steril.ADJ
Sterile,Sterile.N
stern,sternen.V
Stern,Stern.N:m
steter,stet.ADJ
Steter,Stete.N
stetig,stetig.ADJ
stiche,stechen.V
Stiche,Stich.N:4pm:3sm:2pm:1pm
stich,stechen.V
Stich,Stich.N:m
stick,sticken.V
Stiefel,Stiefel.N:m
stiefel,stiefeln.V
stieg,steigen.V
Stieg,Stieg.N:4sm:3sm:1sm
stieren,stier.ADJ
Stieren,Stiere.N
Stiften,Stift.N:3pm
stiften,stiften.V
Stifter,Stifter.N:m
Stiftes,Stift.N:2sm
stift,stiften.V
Stift,Stift.N:m
Stiftung,Stiftung.N:4sf:3sf:2sf:1sf
Stile,Stil.N:4pm:3sm:2pm:1pm
stille,still.ADJ
Stille,Stille.N
still,still.ADJ
Stils,Stil.N:2sm
Stil,Stil.N:m
Stimmen,Stimme.N
stimmen,stimmen.V
Stimme,Stimme.N:4sf:3sf:2sf:1sf
stimme,stimmen.V
stimmt,stimmen.V
Stimmungen,Stimmung.N:4pf:3pf:2pf:1pf
Stimmung,Stimmung.N:4sf:3sf:2sf:1sf
stinkt,stinken.V
Stoff,Stoff.N:m
Stollen,Stollen.N:m
stolzem,stolz.ADJ
Stolzem,Stolze.N
stolz,stolz.ADJ
Stolz,Stolz.N:m
Stoppel,Stoppel.N:f
stoppel,stoppeln.V
Stopper,Stopper.N:m
Stop,Stop.N:m
storch,storchen.V
Storch,Storch.N:4sm:3sm:1sm
Stören,Stör.N:f
stören,stören.V
Store,Store.N:m
Stories,Story.N:4pf:3pf:2pf:1pf
Stornieren,Stornieren.N:4sn:3sn:1sn
stornieren,stornieren.V
störrigen,störrig.ADJ
Störrigen,Störrige.N
Störungen,Störung.N:4pf:3pf:2pf:1pf
Story,Story.N:f
stoß,stoßen.V
Stoß,Stoß.N:m
stößt,stoßen.V
Strafen,Strafe.N
strafen,strafen.V
strahlend,strahlen.V
Straks,Strak.N:2sn
strand,stranden.V
Strand,Strand.N:m
Strange,Strang.N:3sm
Strapazen,Strapaze.N
Straße,Straß.N:4pm:2pm:1pm
strategische,strategisch.ADJ
Strategische,Strategische.N
Strebe,Streb.N:4pm:3sm:2pm:1pm
strebe,streben.V
Strecke,Strecke.N:4sf:3sf:2sf:1sf
strecke,strecken.V
Streichen,Streiche.N
streichen,streichen.V
Streich,Streichen.N
streich,streichen.V
Streiten,Streit.N:3pm
streiten,streiten.V
Streitigkeiten,Streitigkeit.N:4pf:3pf:2pf:1pf
streit,streiten.V
Streit,Streit.N:m
strengen,streng.ADJ
Strengen,Strenge.N
strenge,streng.ADJ
Strenge,Strenge.N
strengster,streng.ADJ
Strengster,Strenge.N
streng,streng.ADJ
Stresses,Streß.N:2sm
stress,stressen.V
Stress,Stress.N:m
striche,streichen.V
Striche,Strich.N:4pm:3sm:2pm:1pm
strich,streichen.V
Strich,Strich.N:m
stricke,stricken.V
Stricke,Strick.N:4pm:3sm:2pm:1pm
Strömen,Strom.N:3pm
strömen,strömen.V
Strophen,Strophe.N
Strophe,Strophe.N:4sf:3sf:2sf:1sf
Stückchen,Stückchen.N:4sn:4pn:3sn:3pn:2pn:1sn:1pn
stücke,stücken.V
Stücke,Stück.N:n
stuck,stick.V
stück,stücken.V
Stuck,Stuck.N:m
Stück,Stück.N:n
Studenten,Student.N:m
Student,Student.N:1sm
Studien,Studie.N
Studieren,Studieren.N:4sn:3sn:1sn
studieren,studieren.V
studiert,studieren.V
Studiums,Studium.N
Studium,Studium.N:n
Stufe,Stufe.N:4sf:3sf:2sf:1sf
stufe,stufen.V
stuf,stufen.V
stuhle,stuhlen.V
Stuhle,Stuhl.N:3sm
stummer,stumm.ADJ
Stummer,Stumme.N
stumpfe,stumpf.ADJ
Stumpfe,Stumpfe.N
stumpf,stumpf.ADJ
Stumpf,Stumpf.N:m
Stündchen,Stündchen.N:n
Stunden,Stunde.N
stunden,stunden.V
Stunde,Stunde.N:4sf:3sf:2sf:1sf
stunde,stunden.V
stund,stunden.V
stupid,stupid.N
Sturm,Sturm.N:m
stürzt,stürzen.V
Stütze,Stütz.N:4pm:3sm:2pm:1pm
stütze,stützen.V
style,stylen.V
substantial,substantial.N
substantive,substantive.N
Substantive,Substantive.N
Substitution,Substitution.N:4sf:3sf:2sf:1sf
Substrat,Substrat.N:n
Subvention,Subvention.N:4sf:3sf:2sf:1sf
suchender,suchend.ADJ
Suchender,Suchende.N
Suchen,Suche.N
suchen,suchen.V
Suche,Suche.N:4sf:3sf:2sf:1sf
suche,suchen.V
suchst,suchen.V
such,suchen.V
suchte,suchen.V
sucht,suchen.V
Sucht,Sucht.N:f
südlich,südlich.ADJ
Suffix,Suffix.N:n
Suggestions,Suggestion.N
Suggestion,Suggestion.N:4sf:3sf:2sf:1sf
Suite,Suite.N:4sf:3sf:2sf:1sf
Sulky,Sulky.N:n
Summer,Summer.N:m
Summe,Summe.N:4sf:3sf:2sf:1sf
summe,summen.V
sumpfe,sumpfen.V
Sumpfe,Sumpf.N:3sm
Sünder,Sünder.N:m
Sünde,Sünde.N:4sf:3sf:2sf:1sf
sündigem,sündig.ADJ
Sündigem,Sündige.N
sündig,sündig.ADJ
Sund,Sund.N:m
superb,superb.ADJ
Superior,Superior.N:m
Superstitions,Superstition.N
Superstition,Superstition.N:4sf:3sf:2sf:1sf
Supervisor,Supervisor.N:m
Suppe,Suppe.N:4sf:3sf:2sf:1sf
suppe,suppen.V
Supplements,Supplement.N
Supplement,Supplement.N:n
Supposition,Supposition.N:4sf:3sf:2sf:1sf
Sure,Sure.N:4sf:3sf:2sf:1sf
Survey,Survey.N
süßes,süß.ADJ
Süßes,Süße.N
süße,süß.ADJ
Süße,Süße.N
Süßigkeiten,Süßigkeit.N:4pf:3pf:2pf:1pf
süßlich,süßlich.ADJ
Sweater,Sweater.N:m
Symbolisation,Symbolisation.N:4sf:3sf:2sf:1sf
Symbols,Symbol.N:2sn
Symbol,Symbol.N:n
Sympathien,Sympathie.N
sympathischen,sympathisch.ADJ
Sympathischen,Sympathische.N
sympathisch,sympathisch.ADJ
Symphonie,Symphonie.N:f
Symposion,Symposion.N:n
Symptoms,Symptom.N:2sn
Symptom,Symptom.N:n
Synopsis,Synopsis.N:f
Syntax,Syntax.N:f
Systemen,System.N:3pn
Systems,System.N:2sn
System,System.N:n
Tabletten,Tablette.N
tadelloser,tadellos.ADJ
Tadelloser,Tadellose.N
tadellos,tadellos.ADJ
Tadeln,Tadel.N:3pm
tadeln,tadeln.V
tadelst,tadeln.V
Tadel,Tadel.N:m
tadel,tadeln.V
tadelt,tadeln.V
Tafeln,Tafeln.N:4sn:3sn:1sn
tafeln,tafeln.V
Tagen,Tag.N:3pm
tagen,tagen.V
Tages,Tag.N:m
tage,tagen.V
Tage,Tag.N:m
tägige,tägig.ADJ
täglich,täglich.ADJ
tag,tagen.V
Tag,Tag.N
Takes,Take.N:4pm:3pm:2sm:2pm:1pm
Take,Take.N:m
takle,takeln.V
Takten,Takt.N:3pm
takten,takten.V
takte,takten.V
Takte,Takt.N:4pm:3sm:2pm:1pm
taktischen,taktisch.ADJ
Taktischen,Taktische.N
Taktlosigkeit,Taktlosigkeit.N:4sf:3sf:2sf:1sf
Talente,Talent.N:4pn:3sn:2pn:1pn
Talent,Talent.N:n
Taler,Taler.N:m
Tales,Tal.N:2sn
Tale,Tal.N:3sn
Talks,Talk.N:2sm
talk,talken.V
Talk,Talk.N:m
Tanken,Tank.N:3pm
tanken,tanken.V
Tante,Tante.N:4sf:3sf:2sf:1sf
Tanzen,Tanzen.N:4sn:3sn:1sn
tanzen,tanzen.V
Tape,Tape.N:m
tapferer,tapfer.ADJ
tapfer,tapfer.ADJ
Task,Task.N:4sf:3sf:2sf:1sf
Taste,Taste.N:4sf:3sf:2sf:1sf
taste,tasten.V
Taten,Tat.N:f
taten,tun.V
täten,tun.V
tätest,tun.V
täte,tun.V
Tätigkeit,Tätigkeit.N:4sf:3sf:2sf:1sf
tatsächliche,tatsächlich.ADJ
Tatsächliche,Tatsächliche.N
tatsächlich,tatsächlich.ADJ
Tat,Tat.N:f
tat,tun.V
Taugen,Taugen.N:4sn:3sn:1sn
taugen,taugen.V
Tauglichkeit,Tauglichkeit.N:4sf:3sf:2sf:1sf
Täuschen,Täuschen.N:4sn:3sn:1sn
täuschen,täuschen.V
täusche,täuschen.V
